a,b,aw,bw,dr
Axe Beak,Flying Sword,3,6,0
Axe Beak,Giant Centipede,6,3,0
Blink Dog,Boar,7,2,0
Axe Beak,Giant Frog,8,1,0
Axe Beak,Giant Lizard,5,4,0
Axe Beak,Elk,4,5,0
Blink Dog,Bullywug,5,4,0
Axe Beak,Giant Bat,5,4,0
Blink Dog,Duodrone,3,6,0
Blink Dog,Draft Horse,0,9,0
Blink Dog,Constrictor Snake,3,6,0
Blink Dog,Flying Sword,1,8,0
Blink Dog,Giant Badger,4,5,0
Blink Dog,Giant Centipede,2,7,0
Blink Dog,Giant Frog,3,6,0
Axe Beak,Giant Owl,6,3,0
Blink Dog,Giant Poisonous Snake,1,8,0
Blink Dog,Giant Bat,2,7,0
Blink Dog,Giant Lizard,1,8,0
Blink Dog,Elk,4,5,0
Boar,Bullywug,2,7,0
Boar,Constrictor Snake,0,9,0
Blink Dog,Giant Owl,4,5,0
Boar,Duodrone,1,8,0
Boar,Draft Horse,2,7,0
Boar,Flying Sword,0,9,0
Boar,Giant Centipede,3,6,0
Boar,Giant Badger,3,6,0
Boar,Giant Frog,3,6,0
Boar,Giant Lizard,1,8,0
Boar,Giant Poisonous Snake,0,9,0
Boar,Giant Wolf Spider,1,8,0
Boar,Elk,1,8,0
Bullywug,Constrictor Snake,6,3,0
Boar,Giant Bat,0,9,0
Boar,Giant Owl,2,7,0
Bullywug,Draft Horse,2,7,0
Bullywug,Duodrone,2,7,0
Bullywug,Giant Frog,4,5,0
Bullywug,Giant Badger,6,3,0
Bullywug,Giant Centipede,4,5,0
Bullywug,Flying Sword,0,9,0
Bullywug,Giant Poisonous Snake,1,8,0
Bullywug,Giant Lizard,2,7,0
Bullywug,Elk,6,3,0
Bullywug,Goblin,5,4,0
Bullywug,Giant Bat,3,6,0
Bullywug,Giant Owl,4,5,0
Bullywug,Giant Wolf Spider,6,3,0
Constrictor Snake,Duodrone,1,8,0
Constrictor Snake,Draft Horse,0,9,0
Constrictor Snake,Giant Badger,2,7,0
Constrictor Snake,Flying Sword,1,8,0
Constrictor Snake,Giant Centipede,4,5,0
Constrictor Snake,Giant Lizard,2,7,0
Constrictor Snake,Elk,4,5,0
Constrictor Snake,Giant Frog,6,3,0
Constrictor Snake,Giant Bat,3,6,0
Constrictor Snake,Giant Wolf Spider,0,9,0
Constrictor Snake,Giant Poisonous Snake,1,8,0
Constrictor Snake,Goblin,6,3,0
Constrictor Snake,Giant Owl,4,5,0
Constrictor Snake,Grimlock,6,3,0
Draft Horse,Duodrone,6,3,0
Draft Horse,Flying Sword,3,6,0
Draft Horse,Giant Badger,6,3,0
Draft Horse,Giant Frog,8,1,0
Draft Horse,Giant Centipede,8,1,0
Draft Horse,Giant Bat,7,2,0
Draft Horse,Giant Lizard,9,0,0
Draft Horse,Giant Owl,3,6,0
Draft Horse,Giant Wolf Spider,6,3,0
Draft Horse,Elk,7,2,0
Draft Horse,Giant Poisonous Snake,5,4,0
Draft Horse,Goblin,8,1,0
Draft Horse,Grimlock,8,1,0
Draft Horse,Kenku,7,2,0
Duodrone,Giant Badger,8,1,0
Duodrone,Flying Sword,1,8,0
Duodrone,Giant Centipede,5,4,0
Duodrone,Giant Frog,7,2,0
Duodrone,Elk,6,3,0
Duodrone,Giant Lizard,4,5,0
Duodrone,Giant Bat,6,3,0
Duodrone,Giant Poisonous Snake,4,5,0
Duodrone,Goblin,8,1,0
Duodrone,Giant Wolf Spider,8,1,0
Duodrone,Grimlock,7,2,0
Duodrone,Kenku,6,3,0
Duodrone,Needle Blight,7,2,0
Duodrone,Giant Owl,6,3,0
Duodrone,Kuo-toa,8,1,0
Elk,Giant Badger,5,4,0
Elk,Flying Sword,0,9,0
Elk,Giant Centipede,3,6,0
Elk,Giant Frog,6,3,0
Elk,Giant Bat,2,7,0
Elk,Giant Lizard,4,5,0
Elk,Kenku,5,4,0
Elk,Goblin,7,2,0
Elk,Giant Wolf Spider,4,5,0
Elk,Giant Owl,5,4,0
Elk,Grimlock,8,1,0
Elk,Giant Poisonous Snake,3,6,0
Flying Sword,Giant Badger,6,3,0
Flying Sword,Giant Centipede,8,1,0
Flying Sword,Giant Frog,4,5,0
Elk,Kuo-toa,9,0,0
Flying Sword,Giant Lizard,6,3,0
Elk,Needle Blight,8,1,0
Flying Sword,Giant Bat,7,2,0
Flying Sword,Goblin,6,3,0
Elk,Panther,7,2,0
Flying Sword,Giant Poisonous Snake,7,2,0
Flying Sword,Giant Owl,7,2,0
Flying Sword,Grimlock,7,2,0
Flying Sword,Giant Wolf Spider,8,1,0
Flying Sword,Kenku,7,2,0
Flying Sword,Needle Blight,8,1,0
Giant Badger,Giant Centipede,3,6,0
Flying Sword,Kuo-toa,7,2,0
Giant Badger,Giant Frog,7,2,0
Giant Badger,Giant Poisonous Snake,1,8,0
Giant Badger,Giant Bat,1,8,0
Giant Badger,Giant Lizard,4,5,0
Flying Sword,Panther,8,1,0
Giant Badger,Giant Wolf Spider,4,5,0
Giant Badger,Goblin,6,3,0
Giant Badger,Kenku,3,6,0
Giant Badger,Grimlock,9,0,0
Giant Badger,Kuo-toa,8,1,0
Giant Badger,Needle Blight,6,3,0
Giant Badger,Giant Owl,3,6,0
Giant Badger,Panther,3,6,0
Giant Badger,Pseudodragon,9,0,0
Giant Bat,Giant Frog,7,2,0
Giant Bat,Giant Centipede,5,4,0
Giant Bat,Giant Lizard,4,5,0
Giant Bat,Giant Owl,5,4,0
Giant Bat,Giant Poisonous Snake,3,6,0
Giant Bat,Goblin,8,1,0
Giant Bat,Giant Wolf Spider,4,5,0
Giant Bat,Kenku,7,2,0
Giant Bat,Grimlock,7,2,0
Giant Centipede,Giant Frog,6,3,0
Giant Bat,Kuo-toa,8,1,0
Giant Bat,Needle Blight,6,3,0
Giant Centipede,Giant Lizard,5,4,0
Giant Centipede,Giant Poisonous Snake,3,6,0
Giant Bat,Pteranodon,4,5,0
Giant Centipede,Goblin,4,5,0
Giant Bat,Pseudodragon,9,0,0
Giant Centipede,Grimlock,4,5,0
Giant Centipede,Giant Wolf Spider,4,5,0
Giant Bat,Panther,8,1,0
Giant Centipede,Kenku,4,5,0
Giant Centipede,Giant Owl,4,5,0
Giant Centipede,Kuo-toa,7,2,0
Giant Centipede,Needle Blight,4,5,0
Giant Centipede,Pteranodon,4,5,0
Giant Frog,Giant Lizard,1,8,0
Giant Centipede,Pseudodragon,4,5,0
Giant Centipede,Panther,4,5,0
Giant Frog,Giant Poisonous Snake,1,8,0
Giant Frog,Goblin,6,3,0
Giant Frog,Giant Wolf Spider,1,8,0
Giant Frog,Kenku,6,3,0
Giant Centipede,Riding Horse,3,6,0
Giant Frog,Grimlock,6,3,0
Giant Frog,Giant Owl,3,6,0
Giant Frog,Needle Blight,4,5,0
Giant Frog,Kuo-toa,6,3,0
Giant Frog,Pteranodon,4,5,0
Giant Frog,Skeleton,3,6,0
Giant Frog,Panther,4,5,0
Giant Frog,Pseudodragon,8,1,0
Giant Lizard,Giant Poisonous Snake,2,7,0
Giant Frog,Riding Horse,3,6,0
Giant Lizard,Giant Wolf Spider,3,6,0
Giant Lizard,Grimlock,7,2,0
Giant Lizard,Goblin,7,2,0
Giant Lizard,Kenku,5,4,0
Giant Lizard,Needle Blight,8,1,0
Giant Lizard,Giant Owl,7,2,0
Giant Lizard,Kuo-toa,9,0,0
Giant Lizard,Pteranodon,7,2,0
Giant Lizard,Pseudodragon,9,0,0
Giant Lizard,Panther,6,3,0
Giant Lizard,Skeleton,7,2,0
Giant Owl,Giant Poisonous Snake,1,8,0
Giant Lizard,Riding Horse,6,3,0
Giant Owl,Goblin,6,3,0
Giant Owl,Giant Wolf Spider,2,7,0
Giant Owl,Grimlock,8,1,0
Giant Owl,Kenku,4,5,0
Giant Owl,Needle Blight,7,2,0
Giant Owl,Kuo-toa,5,4,0
Giant Owl,Panther,6,3,0
Giant Owl,Pseudodragon,8,1,0
Giant Owl,Pteranodon,4,5,0
Giant Poisonous Snake,Giant Wolf Spider,7,2,0
Giant Poisonous Snake,Goblin,8,1,0
Giant Poisonous Snake,Grimlock,8,1,0
Giant Poisonous Snake,Kenku,7,2,0
Giant Owl,Skeleton,4,5,0
Giant Owl,Riding Horse,5,4,0
Giant Poisonous Snake,Kuo-toa,8,1,0
Giant Poisonous Snake,Needle Blight,7,2,0
Giant Poisonous Snake,Panther,9,0,0
Giant Poisonous Snake,Pseudodragon,8,1,0
Giant Poisonous Snake,Pteranodon,9,0,0
Giant Poisonous Snake,Skeleton,7,2,0
Giant Owl,Sprite,9,0,0
Giant Wolf Spider,Goblin,9,0,0
Giant Poisonous Snake,Riding Horse,8,1,0
Giant Wolf Spider,Grimlock,7,2,0
Giant Wolf Spider,Kenku,5,4,0
Giant Wolf Spider,Kuo-toa,6,3,0
Giant Wolf Spider,Needle Blight,6,3,0
Giant Wolf Spider,Panther,7,2,0
Giant Wolf Spider,Pteranodon,6,3,0
Giant Wolf Spider,Pseudodragon,7,2,0
Giant Wolf Spider,Skeleton,5,4,0
Giant Wolf Spider,Riding Horse,6,3,0
Goblin,Grimlock,2,7,0
Giant Wolf Spider,Swarm of Bats,4,5,0
Goblin,Kenku,2,7,0
Goblin,Needle Blight,2,7,0
Goblin,Kuo-toa,5,4,0
Goblin,Panther,2,7,0
Goblin,Pteranodon,4,5,0
Goblin,Pseudodragon,5,4,0
Goblin,Skeleton,2,7,0
Goblin,Riding Horse,1,8,0
Goblin,Swarm of Bats,0,9,0
Goblin,Sprite,9,0,0
Goblin,Swarm of Rats,0,9,0
Grimlock,Kenku,2,7,0
Grimlock,Needle Blight,7,2,0
Grimlock,Kuo-toa,5,4,0
Grimlock,Panther,3,6,0
Grimlock,Skeleton,5,4,0
Grimlock,Pseudodragon,5,4,0
Grimlock,Pteranodon,5,4,0
Grimlock,Riding Horse,5,4,0
Grimlock,Swarm of Bats,0,9,0
Grimlock,Swarm of Rats,1,8,0
Grimlock,Swarm of Ravens,0,9,0
Kenku,Needle Blight,5,4,0
Kenku,Kuo-toa,7,2,0
Kenku,Panther,5,4,0
Kenku,Pseudodragon,9,0,0
Kenku,Pteranodon,4,5,0
Kenku,Skeleton,4,5,0
Kenku,Riding Horse,4,5,0
Kenku,Sprite,9,0,0
Kenku,Swarm of Bats,0,9,0
Kenku,Swarm of Ravens,1,8,0
Kenku,Swarm of Rats,1,8,0
Kuo-toa,Needle Blight,5,4,0
Giant Poisonous Snake,Sprite,3,6,0
Kuo-toa,Panther,2,7,0
Grimlock,Sprite,2,7,0
Kuo-toa,Pteranodon,4,5,0
Kuo-toa,Pseudodragon,5,4,0
Kuo-toa,Skeleton,3,6,0
Kuo-toa,Riding Horse,0,9,0
Kuo-toa,Swarm of Bats,0,9,0
Giant Wolf Spider,Sprite,2,7,0
Kuo-toa,Swarm of Rats,1,8,0
Kuo-toa,Violet Fungus,7,2,0
Kuo-toa,Swarm of Ravens,0,9,0
Needle Blight,Panther,3,6,0
Needle Blight,Pteranodon,3,6,0
Needle Blight,Pseudodragon,7,2,0
Needle Blight,Skeleton,3,6,0
Needle Blight,Riding Horse,2,7,0
Needle Blight,Swarm of Bats,0,9,0
Needle Blight,Swarm of Rats,0,9,0
Needle Blight,Swarm of Ravens,0,9,0
Needle Blight,Violet Fungus,6,3,0
Needle Blight,Wolf,3,6,0
Needle Blight,Winged Kobold,4,5,0
Needle Blight,Sprite,8,1,0
Panther,Pseudodragon,8,1,0
Panther,Skeleton,1,8,0
Panther,Pteranodon,5,4,0
Panther,Riding Horse,6,3,0
Panther,Swarm of Bats,0,9,0
Panther,Swarm of Ravens,1,8,0
Panther,Swarm of Rats,1,8,0
Panther,Violet Fungus,8,1,0
Panther,Wolf,4,5,0
Panther,Zombie,6,3,0
Panther,Winged Kobold,4,5,0
Pseudodragon,Pteranodon,0,9,0
Pseudodragon,Skeleton,1,8,0
Pseudodragon,Riding Horse,0,9,0
Pseudodragon,Swarm of Bats,0,9,0
Pseudodragon,Sprite,9,0,0
Pseudodragon,Swarm of Rats,0,9,0
Pseudodragon,Swarm of Ravens,0,9,0
Pseudodragon,Wolf,1,8,0
Pseudodragon,Violet Fungus,4,5,0
Pseudodragon,Zombie,0,9,0
Pseudodragon,Winged Kobold,6,3,0
Pseudodragon,Ape,0,9,0
Pteranodon,Skeleton,4,5,0
Pseudodragon,Black Bear,1,8,0
Pteranodon,Riding Horse,4,5,0
Pteranodon,Swarm of Bats,0,9,0
Pteranodon,Sprite,9,0,0
Pteranodon,Swarm of Rats,0,9,0
Pteranodon,Swarm of Ravens,0,9,0
Pteranodon,Violet Fungus,6,3,0
Pteranodon,Zombie,4,5,0
Pteranodon,Ape,0,9,0
Pteranodon,Black Bear,0,9,0
Pteranodon,Cockatrice,0,9,0
Pteranodon,Wolf,7,2,0
Riding Horse,Skeleton,9,0,0
Pteranodon,Winged Kobold,8,1,0
Riding Horse,Swarm of Bats,1,8,0
Riding Horse,Swarm of Rats,1,8,0
Kuo-toa,Sprite,0,9,0
Riding Horse,Swarm of Ravens,1,8,0
Panther,Sprite,4,5,0
Riding Horse,Ape,1,8,0
Riding Horse,Zombie,6,3,0
Riding Horse,Violet Fungus,9,0,0
Riding Horse,Wolf,7,2,0
Riding Horse,Black Bear,0,9,0
Riding Horse,Cockatrice,2,7,0
Skeleton,Sprite,9,0,0
Skeleton,Swarm of Bats,0,9,0
Riding Horse,Crocodile,4,5,0
Skeleton,Violet Fungus,7,2,0
Skeleton,Swarm of Rats,0,9,0
Skeleton,Swarm of Ravens,0,9,0
Skeleton,Winged Kobold,6,3,0
Skeleton,Zombie,1,8,0
Skeleton,Wolf,5,4,0
Skeleton,Black Bear,1,8,0
Skeleton,Ape,0,9,0
Skeleton,Cockatrice,0,9,0
Skeleton,Crocodile,2,7,0
Skeleton,Darkmantle,0,9,0
Riding Horse,Winged Kobold,1,8,0
Sprite,Swarm of Ravens,0,9,0
Sprite,Winged Kobold,1,8,0
Sprite,Swarm of Bats,0,9,0
Sprite,Violet Fungus,9,0,0
Sprite,Ape,0,9,0
Sprite,Cockatrice,0,9,0
Sprite,Darkmantle,0,9,0
Sprite,Wolf,6,3,0
Sprite,Zombie,9,0,0
Swarm of Bats,Swarm of Rats,2,7,0
Swarm of Bats,Swarm of Ravens,1,8,0
Swarm of Bats,Violet Fungus,7,2,0
Swarm of Bats,Wolf,8,1,0
Swarm of Bats,Zombie,9,0,0
Swarm of Bats,Winged Kobold,9,0,0
Swarm of Bats,Ape,3,6,0
Swarm of Bats,Black Bear,4,5,0
Swarm of Bats,Cockatrice,9,0,0
Swarm of Bats,Darkmantle,5,4,0
Swarm of Bats,Crocodile,7,2,0
Swarm of Rats,Violet Fungus,9,0,0
Swarm of Rats,Swarm of Ravens,2,7,0
Swarm of Bats,Giant Goat,5,4,0
Swarm of Rats,Zombie,9,0,0
Swarm of Rats,Wolf,9,0,0
Swarm of Rats,Ape,4,5,0
Swarm of Rats,Black Bear,4,5,0
Swarm of Rats,Cockatrice,9,0,0
Swarm of Rats,Darkmantle,5,4,0
Swarm of Rats,Crocodile,6,3,0
Riding Horse,Sprite,2,7,0
Swarm of Rats,Giant Sea Horse,9,0,0
Swarm of Rats,Giant Goat,6,3,0
Swarm of Ravens,Violet Fungus,9,0,0
Swarm of Ravens,Winged Kobold,9,0,0
Swarm of Ravens,Zombie,9,0,0
Swarm of Ravens,Wolf,8,1,0
Sprite,Swarm of Rats,0,9,0
Swarm of Ravens,Ape,6,3,0
Swarm of Ravens,Black Bear,7,2,0
Swarm of Ravens,Darkmantle,5,4,0
Swarm of Ravens,Cockatrice,9,0,0
Swarm of Ravens,Crocodile,6,3,0
Swarm of Ravens,Giant Sea Horse,9,0,0
Swarm of Rats,Winged Kobold,3,6,0
Swarm of Ravens,Giant Wasp,6,3,0
Swarm of Ravens,Giant Goat,8,1,0
Violet Fungus,Zombie,1,8,0
Violet Fungus,Ape,0,9,0
Violet Fungus,Winged Kobold,0,9,0
Violet Fungus,Cockatrice,0,9,0
Violet Fungus,Black Bear,0,9,0
Violet Fungus,Wolf,2,7,0
Violet Fungus,Darkmantle,0,9,0
Violet Fungus,Crocodile,0,9,0
Violet Fungus,Giant Sea Horse,9,0,0
Violet Fungus,Gray Ooze,0,9,0
Violet Fungus,Giant Wasp,0,9,0
Violet Fungus,Gnoll,1,8,0
Sprite,Black Bear,8,1,0
Violet Fungus,Giant Goat,0,9,0
Winged Kobold,Ape,1,8,0
Winged Kobold,Cockatrice,0,9,0
Winged Kobold,Darkmantle,0,9,0
Winged Kobold,Wolf,7,2,0
Winged Kobold,Zombie,9,0,0
Winged Kobold,Giant Wasp,1,8,0
Winged Kobold,Giant Sea Horse,9,0,0
Winged Kobold,Gray Ooze,9,0,0
Wolf,Zombie,4,5,0
Winged Kobold,Hobgoblin,1,8,0
Winged Kobold,Crocodile,8,1,0
Wolf,Ape,3,6,0
Winged Kobold,Black Bear,9,0,0
Wolf,Black Bear,1,8,0
Sprite,Crocodile,9,0,0
Wolf,Crocodile,3,6,0
Wolf,Darkmantle,0,9,0
Wolf,Cockatrice,4,5,0
Wolf,Giant Sea Horse,4,5,0
Wolf,Giant Wasp,1,8,0
Wolf,Gnoll,2,7,0
Wolf,Gray Ooze,1,8,0
Wolf,Giant Goat,2,7,0
Wolf,Hobgoblin,5,4,0
Zombie,Ape,2,7,0
Zombie,Cockatrice,4,5,0
Zombie,Black Bear,1,8,0
Zombie,Darkmantle,2,7,0
Zombie,Crocodile,3,6,0
Zombie,Giant Sea Horse,7,2,0
Zombie,Giant Wasp,1,8,0
Zombie,Gray Ooze,1,8,0
Zombie,Giant Goat,2,7,0
Ape,Black Bear,5,4,0
Zombie,Gnoll,6,3,0
Zombie,Hobgoblin,3,6,0
Winged Kobold,Giant Goat,8,1,0
Ape,Cockatrice,6,3,0
Ape,Darkmantle,8,1,0
Ape,Crocodile,7,2,0
Winged Kobold,Gnoll,6,3,0
Ape,Giant Wasp,5,4,0
Ape,Giant Sea Horse,9,0,0
Ape,Gray Ooze,6,3,0
Ape,Hobgoblin,7,2,0
Ape,Gnoll,8,1,0
Ape,Giant Goat,7,2,0
Black Bear,Cockatrice,4,5,0
Black Bear,Darkmantle,5,4,0
Black Bear,Crocodile,7,2,0
Ape,Lizardfolk,7,2,0
Black Bear,Giant Sea Horse,9,0,0
Black Bear,Giant Wasp,4,5,0
Black Bear,Gray Ooze,4,5,0
Black Bear,Gnoll,6,3,0
Black Bear,Giant Goat,7,2,0
Black Bear,Hobgoblin,7,2,0
Black Bear,Lizardfolk,5,4,0
Cockatrice,Darkmantle,6,3,0
Cockatrice,Crocodile,5,4,0
Cockatrice,Giant Sea Horse,8,1,0
Cockatrice,Giant Wasp,2,7,0
Cockatrice,Gray Ooze,1,8,0
Cockatrice,Hobgoblin,2,7,0
Cockatrice,Giant Goat,3,6,0
Cockatrice,Gnoll,8,1,0
Crocodile,Darkmantle,4,5,0
Cockatrice,Lizardfolk,7,2,0
Crocodile,Giant Wasp,2,7,0
Crocodile,Giant Sea Horse,7,2,0
Crocodile,Gray Ooze,4,5,0
Crocodile,Gnoll,8,1,0
Crocodile,Giant Goat,4,5,0
Crocodile,Hobgoblin,4,5,0
Crocodile,Lizardfolk,6,3,0
Darkmantle,Giant Sea Horse,7,2,0
Darkmantle,Gray Ooze,6,3,0
Darkmantle,Giant Wasp,2,7,0
Darkmantle,Gnoll,6,3,0
Darkmantle,Hobgoblin,7,2,0
Darkmantle,Orc,6,3,0
Darkmantle,Giant Goat,6,3,0
Darkmantle,Lizardfolk,6,3,0
Giant Goat,Giant Wasp,1,8,0
Giant Goat,Giant Sea Horse,9,0,0
Giant Goat,Gnoll,5,4,0
Giant Goat,Hobgoblin,7,2,0
Giant Goat,Gray Ooze,4,5,0
Giant Goat,Lizardfolk,2,7,0
Giant Goat,Orc,5,4,0
Giant Goat,Piercer,5,4,0
Giant Sea Horse,Giant Wasp,0,9,0
Giant Sea Horse,Gray Ooze,2,7,0
Giant Goat,Reef Shark,6,3,0
Giant Sea Horse,Gnoll,3,6,0
Giant Goat,Rust Monster,4,5,0
Giant Sea Horse,Hobgoblin,4,5,0
Giant Goat,Sahuagin,4,5,0
Giant Sea Horse,Orc,2,7,0
Giant Sea Horse,Piercer,1,8,0
Giant Sea Horse,Lizardfolk,3,6,0
Giant Sea Horse,Rust Monster,0,9,0
Giant Sea Horse,Sahuagin,4,5,0
Giant Wasp,Gray Ooze,3,6,0
Giant Wasp,Hobgoblin,6,3,0
Giant Wasp,Gnoll,7,2,0
Giant Sea Horse,Reef Shark,2,7,0
Giant Sea Horse,Satyr,1,8,0
Giant Wasp,Lizardfolk,5,4,0
Giant Wasp,Orc,7,2,0
Giant Wasp,Piercer,8,1,0
Giant Wasp,Sahuagin,6,3,0
Giant Wasp,Rust Monster,4,5,0
Giant Wasp,Reef Shark,6,3,0
Giant Wasp,Scout,6,3,0
Giant Wasp,Satyr,7,2,0
Gnoll,Hobgoblin,4,5,0
Gnoll,Gray Ooze,1,8,0
Gnoll,Orc,4,5,0
Gnoll,Piercer,6,3,0
Gnoll,Lizardfolk,4,5,0
Gnoll,Reef Shark,2,7,0
Gnoll,Rust Monster,4,5,0
Gnoll,Sahuagin,3,6,0
Gnoll,Scout,2,7,0
Gray Ooze,Hobgoblin,6,3,0
Gray Ooze,Orc,5,4,0
Gnoll,Shadow,0,9,0
Gnoll,Satyr,4,5,0
Gray Ooze,Piercer,6,3,0
Gray Ooze,Reef Shark,6,3,0
Gray Ooze,Lizardfolk,5,4,0
Gray Ooze,Sahuagin,6,3,0
Gray Ooze,Swarm of Beetles,5,4,0
Gray Ooze,Rust Monster,4,5,0
Gray Ooze,Scout,3,6,0
Gray Ooze,Shadow,0,9,0
Hobgoblin,Piercer,5,4,0
Gray Ooze,Satyr,8,1,0
Hobgoblin,Orc,4,5,0
Hobgoblin,Lizardfolk,5,4,0
Hobgoblin,Reef Shark,4,5,0
Hobgoblin,Sahuagin,1,8,0
Hobgoblin,Rust Monster,3,6,0
Hobgoblin,Satyr,2,7,0
Hobgoblin,Swarm of Beetles,1,8,0
Hobgoblin,Scout,2,7,0
Hobgoblin,Swarm of Centipedes,1,8,0
Hobgoblin,Shadow,2,7,0
Lizardfolk,Orc,4,5,0
Lizardfolk,Sahuagin,3,6,0
Lizardfolk,Piercer,5,4,0
Lizardfolk,Reef Shark,4,5,0
Lizardfolk,Rust Monster,1,8,0
Lizardfolk,Satyr,4,5,0
Lizardfolk,Scout,6,3,0
Lizardfolk,Shadow,1,8,0
Lizardfolk,Swarm of Beetles,1,8,0
Lizardfolk,Swarm of Insects,1,8,0
Lizardfolk,Swarm of Centipedes,1,8,0
Lizardfolk,Swarm of Wasps,0,9,0
Lizardfolk,Swarm of Spiders,1,8,0
Orc,Piercer,4,5,0
Orc,Reef Shark,4,5,0
Orc,Rust Monster,3,6,0
Orc,Swarm of Beetles,2,7,0
Orc,Scout,2,7,0
Orc,Sahuagin,3,6,0
Orc,Shadow,0,9,0
Orc,Swarm of Insects,2,7,0
Orc,Swarm of Centipedes,2,7,0
Orc,Swarm of Wasps,3,6,0
Orc,Satyr,4,5,0
Piercer,Reef Shark,2,7,0
Orc,Tridrone,2,7,0
Orc,Swarm of Spiders,2,7,0
Orc,Thug,5,4,0
Piercer,Swarm of Beetles,0,9,0
Piercer,Swarm of Centipedes,0,9,0
Orc,Warhorse,3,6,0
Piercer,Sahuagin,5,4,0
Piercer,Rust Monster,1,8,0
Piercer,Shadow,0,9,0
Piercer,Scout,6,3,0
Piercer,Swarm of Insects,0,9,0
Piercer,Swarm of Spiders,0,9,0
Piercer,Swarm of Wasps,0,9,0
Piercer,Satyr,3,6,0
Piercer,Thug,2,7,0
Piercer,Tridrone,0,9,0
Reef Shark,Rust Monster,2,7,0
Reef Shark,Sahuagin,2,7,0
Reef Shark,Scout,6,3,0
Reef Shark,Swarm of Beetles,1,8,0
Reef Shark,Swarm of Centipedes,1,8,0
Reef Shark,Swarm of Spiders,1,8,0
Reef Shark,Swarm of Wasps,0,9,0
Reef Shark,Shadow,2,7,0
Reef Shark,Swarm of Insects,1,8,0
Reef Shark,Satyr,4,5,0
Reef Shark,Tridrone,0,9,0
Reef Shark,Thug,3,6,0
Piercer,Warhorse Skeleton,0,9,0
Piercer,Warhorse,0,9,0
Rust Monster,Scout,5,4,0
Rust Monster,Swarm of Beetles,0,9,0
Rust Monster,Shadow,2,7,0
Rust Monster,Sahuagin,7,2,0
Rust Monster,Satyr,5,4,0
Reef Shark,Worg,1,8,0
Rust Monster,Swarm of Spiders,0,9,0
Rust Monster,Swarm of Centipedes,0,9,0
Rust Monster,Swarm of Wasps,0,9,0
Rust Monster,Swarm of Insects,0,9,0
Reef Shark,Warhorse,1,8,0
Reef Shark,Warhorse Skeleton,1,8,0
Rust Monster,Tridrone,0,9,0
Rust Monster,Thug,6,3,0
Rust Monster,Animated Armor,0,9,0
Sahuagin,Scout,3,6,0
Sahuagin,Shadow,2,7,0
Rust Monster,Warhorse Skeleton,3,6,0
Rust Monster,Warhorse,1,8,0
Sahuagin,Satyr,3,6,0
Rust Monster,Worg,3,6,0
Sahuagin,Swarm of Beetles,2,7,0
Sahuagin,Swarm of Insects,2,7,0
Sahuagin,Swarm of Centipedes,2,7,0
Sahuagin,Swarm of Spiders,2,7,0
Sahuagin,Tridrone,0,9,0
Sahuagin,Swarm of Wasps,2,7,0
Sahuagin,Thug,7,2,0
Sahuagin,Animated Armor,2,7,0
Satyr,Swarm of Beetles,2,7,0
Sahuagin,Brass Dragon Wyrmling,0,9,0
Sahuagin,Warhorse,2,7,0
Satyr,Scout,4,5,0
Satyr,Swarm of Centipedes,2,7,0
Sahuagin,Warhorse Skeleton,2,7,0
Sahuagin,Worg,0,9,0
Satyr,Shadow,0,9,0
Satyr,Swarm of Spiders,2,7,0
Satyr,Swarm of Insects,2,7,0
Satyr,Swarm of Wasps,2,7,0
Satyr,Thug,5,4,0
Satyr,Tridrone,0,9,0
Satyr,Warhorse,1,8,0
Satyr,Warhorse Skeleton,5,4,0
Satyr,Animated Armor,1,8,0
Scout,Shadow,1,8,0
Satyr,Brass Dragon Wyrmling,4,5,0
Satyr,Worg,2,7,0
Scout,Swarm of Beetles,1,8,0
Scout,Swarm of Wasps,1,8,0
Scout,Swarm of Centipedes,1,8,0
Satyr,Brown Bear,0,9,0
Scout,Swarm of Spiders,1,8,0
Scout,Tridrone,0,9,0
Scout,Swarm of Insects,1,8,0
Scout,Thug,7,2,0
Scout,Animated Armor,2,7,0
Shadow,Swarm of Beetles,8,1,0
Scout,Brass Dragon Wyrmling,7,2,0
Scout,Warhorse Skeleton,1,8,0
Scout,Warhorse,3,6,0
Scout,Brown Bear,0,9,0
Shadow,Swarm of Centipedes,8,1,0
Scout,Bugbear,4,5,0
Shadow,Swarm of Spiders,8,1,0
Shadow,Swarm of Insects,8,1,0
Shadow,Swarm of Wasps,8,1,0
Scout,Worg,2,7,0
Shadow,Tridrone,3,6,0
Shadow,Thug,9,0,0
Shadow,Warhorse,7,2,0
Shadow,Animated Armor,4,5,0
Shadow,Warhorse Skeleton,5,4,0
Swarm of Beetles,Swarm of Centipedes,3,6,0
Shadow,Brass Dragon Wyrmling,7,2,0
Shadow,Bugbear,7,2,0
Swarm of Beetles,Swarm of Spiders,3,6,0
Swarm of Beetles,Swarm of Insects,3,6,0
Shadow,Worg,4,5,0
Shadow,Brown Bear,0,9,0
Shadow,Copper Dragon Wyrmling,7,2,0
Swarm of Beetles,Tridrone,1,8,0
Swarm of Beetles,Swarm of Wasps,1,8,0
Swarm of Beetles,Thug,9,0,0
Swarm of Beetles,Animated Armor,4,5,0
Swarm of Beetles,Brown Bear,0,9,0
Swarm of Beetles,Bugbear,5,4,0
